8	3090493
4	2746705
9	3659624
23	8162137
6	18364742
20	6389932
16	28845697
10	3746481
12	6250532
11	4474665
13	11378369
15	30623640
3	6018256
5	6047994
24	12640114
19	8567999
18	13150610
14	20440387
17	34655316
0	8842597
22	5341303
7	10194111
1	14165236
21	4382155
2	3019124
